OrderID,Date,CustomerName,Region,Product,Category,Quantity,UnitPrice,Sales,Profit
136,2025-01-10,Rohit,South,Chair,Furniture,10,2000,20000,5000
137,2025-01-13,Vikram,East,Cupboard,Furniture,4,15000,60000,16000
138,2025-03-29,Rajesh,North,Notebook,Stationery,5,50,250,75
139,2025-02-01,Aman,South,Chair,Furniture,7,2000,14000,3500
140,2025-02-25,Vikram,North,Printer,Electronics,5,12000,60000,12500
141,2025-01-02,Deepak,West,Notebook,Stationery,8,50,400,120
142,2025-01-21,Deepak,East,Notebook,Stationery,7,50,350,105
143,2025-01-18,Vikram,North,Cupboard,Furniture,7,15000,105000,28000
144,2025-03-03,Rohit,West,Sofa,Furniture,3,25000,75000,18000
145,2025-02-21,Rohit,East,Notebook,Stationery,2,50,100,30
146,2025-01-19,Karan,West,Table,Furniture,4,7000,28000,6000
147,2025-03-07,Rajesh,West,Sofa,Furniture,4,25000,100000,24000
148,2025-01-19,Meena,West,Pen,Stationery,1,10,10,3
149,2025-03-08,Sunita,East,Mobile,Electronics,5,15000,75000,25000
150,2025-02-26,Priya,East,Sofa,Furniture,8,25000,200000,48000
151,2025-01-12,Meena,North,Mobile,Electronics,4,15000,60000,20000
152,2025-02-19,Sunita,South,Sofa,Furniture,5,25000,125000,30000
153,2025-03-09,Karan,North,Printer,Electronics,5,12000,60000,12500
154,2025-01-13,Rohit,North,Table,Furniture,10,7000,70000,15000
155,2025-03-26,Meena,West,Laptop,Electronics,4,45000,180000,48000
156,2025-03-28,Rohit,South,Printer,Electronics,3,12000,36000,7500
157,2025-02-21,Vikram,North,Notebook,Stationery,8,50,400,120
158,2025-01-13,Sunita,North,Sofa,Furniture,2,25000,50000,12000
159,2025-03-10,Meena,North,Printer,Electronics,8,12000,96000,20000
160,2025-03-04,Deepak,South,Laptop,Electronics,1,45000,45000,12000
161,2025-03-27,Meena,West,Printer,Electronics,5,12000,60000,12500
162,2025-03-07,Rajesh,South,Table,Furniture,5,7000,35000,7500
163,2025-03-20,Anita,North,Sofa,Furniture,3,25000,75000,18000
164,2025-02-16,Meena,South,Sofa,Furniture,4,25000,100000,24000
165,2025-02-12,Aman,East,Printer,Electronics,5,12000,60000,12500
166,2025-01-28,Anita,West,Table,Furniture,5,7000,35000,7500
167,2025-02-18,Sunita,West,Chair,Furniture,5,2000,10000,2500
168,2025-01-14,Anita,West,Notebook,Stationery,8,50,400,120
169,2025-03-26,Anita,East,Notebook,Stationery,6,50,300,90
170,2025-02-08,Rajesh,North,Pen,Stationery,7,10,70,21
171,2025-01-02,Meena,East,Mobile,Electronics,4,15000,60000,20000
172,2025-03-08,Rajesh,West,Notebook,Stationery,9,50,450,135
173,2025-03-20,Rajesh,North,Headphones,Electronics,3,1200,3600,900
174,2025-01-09,Priya,East,Headphones,Electronics,1,1200,1200,300
175,2025-03-10,Karan,South,Pen,Stationery,1,10,10,3
176,2025-02-01,Rajesh,West,Pen,Stationery,9,10,90,27
177,2025-01-30,Karan,South,Pen,Stationery,7,10,70,21
178,2025-03-29,Anita,North,Printer,Electronics,6,12000,72000,15000
179,2025-02-18,Rajesh,East,Cupboard,Furniture,9,15000,135000,36000
180,2025-02-10,Anita,North,Chair,Furniture,6,2000,12000,3000
181,2025-02-12,Rajesh,North,Chair,Furniture,9,2000,18000,4500
182,2025-03-27,Vikram,North,Cupboard,Furniture,5,15000,75000,20000
183,2025-03-08,Deepak,North,Sofa,Furniture,3,25000,75000,18000
184,2025-01-10,Rajesh,West,Laptop,Electronics,3,45000,135000,36000
185,2025-01-20,Vikram,South,Sofa,Furniture,6,25000,150000,36000
186,2025-03-13,Priya,East,Pen,Stationery,6,10,60,18
187,2025-03-27,Priya,South,Sofa,Furniture,8,25000,200000,48000
188,2025-01-10,Deepak,South,Laptop,Electronics,4,45000,180000,48000
189,2025-01-28,Sunita,East,Headphones,Electronics,9,1200,10800,2700
190,2025-03-11,Sunita,South,Mobile,Electronics,8,15000,120000,40000
191,2025-03-29,Rajesh,West,Headphones,Electronics,9,1200,10800,2700
192,2025-02-04,Priya,West,Sofa,Furniture,5,25000,125000,30000
193,2025-01-01,Priya,North,Chair,Furniture,5,2000,10000,2500
194,2025-03-10,Deepak,South,Table,Furniture,7,7000,49000,10500
195,2025-02-04,Priya,West,Laptop,Electronics,6,45000,270000,72000
196,2025-01-20,Rajesh,South,Notebook,Stationery,1,50,50,15
197,2025-01-19,Anita,North,Pen,Stationery,4,10,40,12
198,2025-02-08,Vikram,East,Chair,Furniture,8,2000,16000,4000
199,2025-02-12,Anita,South,Laptop,Electronics,5,45000,225000,60000
200,2025-01-19,Meena,South,Sofa,Furniture,3,25000,75000,18000
201,2025-01-29,Karan,South,Mobile,Electronics,6,15000,90000,30000
202,2025-02-24,Anita,North,Printer,Electronics,6,12000,72000,15000
203,2025-02-15,Rohit,North,Pen,Stationery,4,10,40,12
204,2025-02-03,Vikram,North,Headphones,Electronics,1,1200,1200,300
205,2025-01-14,Karan,West,Laptop,Electronics,7,45000,315000,84000
206,2025-01-12,Sunita,West,Printer,Electronics,9,12000,108000,22500
207,2025-01-29,Vikram,South,Laptop,Electronics,10,45000,450000,120000
208,2025-02-15,Sunita,South,Pen,Stationery,6,10,60,18
209,2025-01-09,Aman,South,Sofa,Furniture,3,25000,75000,18000
210,2025-03-16,Sunita,East,Cupboard,Furniture,5,15000,75000,20000
211,2025-03-12,Karan,East,Chair,Furniture,10,2000,20000,5000
212,2025-03-29,Priya,West,Table,Furniture,2,7000,14000,3000
213,2025-02-19,Priya,North,Sofa,Furniture,6,25000,150000,36000
214,2025-02-21,Meena,East,Sofa,Furniture,1,25000,25000,6000
215,2025-01-27,Aman,East,Cupboard,Furniture,9,15000,135000,36000
216,2025-01-12,Rajesh,East,Cupboard,Furniture,4,15000,60000,16000
217,2025-03-24,Meena,South,Sofa,Furniture,5,25000,125000,30000
218,2025-03-06,Rohit,West,Chair,Furniture,4,2000,8000,2000
219,2025-03-04,Anita,East,Cupboard,Furniture,1,15000,15000,4000
220,2025-02-22,Rohit,North,Printer,Electronics,6,12000,72000,15000
221,2025-03-31,Aman,East,Mobile,Electronics,6,15000,90000,30000
222,2025-03-31,Deepak,North,Cupboard,Furniture,9,15000,135000,36000
223,2025-01-23,Aman,North,Mobile,Electronics,2,15000,30000,10000
224,2025-03-05,Meena,East,Mobile,Electronics,3,15000,45000,15000
225,2025-01-03,Aman,West,Mobile,Electronics,5,15000,75000,25000
226,2025-01-03,Rohit,West,Table,Furniture,6,7000,42000,9000
227,2025-03-28,Aman,North,Laptop,Electronics,5,45000,225000,60000
228,2025-03-21,Deepak,West,Sofa,Furniture,4,25000,100000,24000
229,2025-01-10,Deepak,West,Printer,Electronics,1,12000,12000,2500
230,2025-03-19,Karan,South,Sofa,Furniture,2,25000,50000,12000
231,2025-01-11,Rohit,North,Mobile,Electronics,7,15000,105000,35000
232,2025-01-20,Rohit,North,Cupboard,Furniture,7,15000,105000,28000
233,2025-01-25,Aman,South,Laptop,Electronics,9,45000,405000,108000
234,2025-02-24,Rajesh,South,Sofa,Furniture,7,25000,175000,42000
235,2025-03-29,Vikram,South,Mobile,Electronics,6,15000,90000,30000
236,2025-02-26,Deepak,South,Headphones,Electronics,10,1200,12000,3000
237,2025-03-05,Aman,East,Printer,Electronics,4,12000,48000,10000
238,2025-02-23,Anita,West,Chair,Furniture,6,2000,12000,3000
239,2025-02-07,Vikram,East,Mobile,Electronics,4,15000,60000,20000
240,2025-03-09,Rohit,West,Notebook,Stationery,9,50,450,135
241,2025-02-11,Rohit,South,Laptop,Electronics,5,45000,225000,60000
242,2025-02-13,Rohit,South,Table,Furniture,2,7000,14000,3000
243,2025-01-25,Meena,East,Table,Furniture,6,7000,42000,9000
244,2025-01-23,Anita,West,Notebook,Stationery,2,50,100,30
245,2025-03-29,Sunita,South,Pen,Stationery,3,10,30,9
246,2025-03-03,Sunita,South,Pen,Stationery,1,10,10,3
247,2025-01-23,Vikram,North,Notebook,Stationery,10,50,500,150
248,2025-01-22,Rajesh,South,Printer,Electronics,2,12000,24000,5000
249,2025-01-27,Rohit,North,Pen,Stationery,3,10,30,9
250,2025-03-11,Meena,South,Printer,Electronics,2,12000,24000,5000
251,2025-03-18,Rohit,North,Printer,Electronics,7,12000,84000,17500
252,2025-01-27,Rajesh,South,Headphones,Electronics,1,1200,1200,300
253,2025-03-08,Sunita,South,Sofa,Furniture,9,25000,225000,54000
254,2025-03-14,Aman,East,Headphones,Electronics,6,1200,7200,1800
255,2025-03-29,Meena,East,Sofa,Furniture,10,25000,250000,60000
256,2025-03-18,Aman,West,Table,Furniture,8,7000,56000,12000
257,2025-03-02,Sunita,East,Sofa,Furniture,5,25000,125000,30000
258,2025-01-13,Meena,North,Pen,Stationery,2,10,20,6
259,2025-03-08,Rohit,East,Headphones,Electronics,2,1200,2400,600
260,2025-03-08,Rohit,West,Cupboard,Furniture,9,15000,135000,36000
261,2025-01-20,Anita,East,Chair,Furniture,8,2000,16000,4000
262,2025-02-24,Meena,North,Sofa,Furniture,9,25000,225000,54000
263,2025-03-31,Priya,East,Mobile,Electronics,8,15000,120000,40000
264,2025-01-19,Vikram,West,Notebook,Stationery,4,50,200,60
265,2025-03-09,Deepak,East,Headphones,Electronics,6,1200,7200,1800
266,2025-01-14,Sunita,North,Notebook,Stationery,8,50,400,120
267,2025-01-27,Anita,North,Headphones,Electronics,8,1200,9600,2400
268,2025-03-04,Sunita,North,Headphones,Electronics,10,1200,12000,3000
269,2025-02-21,Aman,East,Chair,Furniture,1,2000,2000,500
270,2025-03-11,Karan,North,Chair,Furniture,3,2000,6000,1500
271,2025-01-05,Deepak,North,Cupboard,Furniture,3,15000,45000,12000
272,2025-01-20,Deepak,West,Pen,Stationery,3,10,30,9
273,2025-01-29,Priya,West,Notebook,Stationery,2,50,100,30
274,2025-01-14,Aman,North,Mobile,Electronics,6,15000,90000,30000
275,2025-01-22,Vikram,East,Pen,Stationery,5,10,50,15
276,2025-02-26,Rajesh,North,Printer,Electronics,1,12000,12000,2500
277,2025-03-04,Deepak,West,Laptop,Electronics,2,45000,90000,24000
278,2025-01-09,Rajesh,East,Sofa,Furniture,3,25000,75000,18000
279,2025-02-22,Meena,West,Laptop,Electronics,2,45000,90000,24000
280,2025-01-23,Sunita,North,Printer,Electronics,10,12000,120000,25000
281,2025-02-21,Sunita,West,Sofa,Furniture,2,25000,50000,12000
282,2025-03-31,Priya,South,Sofa,Furniture,4,25000,100000,24000
283,2025-03-14,Rajesh,West,Pen,Stationery,10,10,100,30
284,2025-03-12,Aman,South,Laptop,Electronics,1,45000,45000,12000
285,2025-02-28,Karan,East,Laptop,Electronics,4,45000,180000,48000
286,2025-02-25,Deepak,North,Headphones,Electronics,6,1200,7200,1800
287,2025-02-23,Rohit,North,Headphones,Electronics,3,1200,3600,900
288,2025-02-23,Deepak,West,Sofa,Furniture,5,25000,125000,30000
289,2025-03-09,Aman,East,Mobile,Electronics,9,15000,135000,45000
290,2025-01-04,Sunita,North,Table,Furniture,6,7000,42000,9000
291,2025-03-10,Meena,North,Sofa,Furniture,8,25000,200000,48000
292,2025-01-15,Rajesh,West,Cupboard,Furniture,2,15000,30000,8000
293,2025-03-05,Meena,South,Pen,Stationery,6,10,60,18
294,2025-03-27,Meena,South,Mobile,Electronics,9,15000,135000,45000
295,2025-03-03,Vikram,West,Laptop,Electronics,8,45000,360000,96000
296,2025-03-11,Sunita,South,Laptop,Electronics,8,45000,360000,96000
297,2025-02-08,Aman,East,Printer,Electronics,3,12000,36000,7500
298,2025-03-11,Meena,North,Printer,Electronics,3,12000,36000,7500
299,2025-01-19,Vikram,East,Table,Furniture,9,7000,63000,13500
300,2025-01-06,Deepak,West,Headphones,Electronics,10,1200,12000,3000
301,2025-01-08,Rajesh,North,Chair,Furniture,1,2000,2000,500
302,2025-03-07,Vikram,North,Printer,Electronics,9,12000,108000,22500
303,2025-01-29,Rohit,South,Table,Furniture,10,7000,70000,15000
304,2025-01-04,Meena,West,Chair,Furniture,5,2000,10000,2500
305,2025-01-11,Meena,West,Chair,Furniture,1,2000,2000,500
306,2025-02-12,Anita,North,Table,Furniture,8,7000,56000,12000
307,2025-01-05,Deepak,West,Headphones,Electronics,7,1200,8400,2100
308,2025-03-26,Karan,West,Mobile,Electronics,2,15000,30000,10000
309,2025-03-04,Aman,West,Laptop,Electronics,7,45000,315000,84000
310,2025-03-09,Karan,West,Notebook,Stationery,4,50,200,60
311,2025-01-07,Rohit,East,Pen,Stationery,3,10,30,9
312,2025-03-15,Sunita,North,Table,Furniture,9,7000,63000,13500
313,2025-01-06,Deepak,South,Table,Furniture,9,7000,63000,13500
314,2025-01-08,Priya,West,Sofa,Furniture,2,25000,50000,12000
315,2025-01-14,Deepak,North,Headphones,Electronics,9,1200,10800,2700
316,2025-01-22,Meena,West,Cupboard,Furniture,7,15000,105000,28000
317,2025-02-16,Deepak,East,Notebook,Stationery,9,50,450,135
318,2025-02-12,Karan,West,Printer,Electronics,4,12000,48000,10000
319,2025-03-07,Rajesh,North,Mobile,Electronics,9,15000,135000,45000
320,2025-01-24,Meena,West,Table,Furniture,5,7000,35000,7500
321,2025-02-12,Priya,East,Table,Furniture,3,7000,21000,4500
322,2025-03-27,Rajesh,West,Chair,Furniture,10,2000,20000,5000
323,2025-02-10,Rohit,South,Cupboard,Furniture,1,15000,15000,4000
324,2025-01-27,Deepak,West,Table,Furniture,8,7000,56000,12000
325,2025-02-08,Anita,East,Laptop,Electronics,8,45000,360000,96000
326,2025-02-23,Karan,North,Sofa,Furniture,9,25000,225000,54000
327,2025-02-28,Vikram,East,Mobile,Electronics,7,15000,105000,35000
328,2025-03-09,Rohit,West,Chair,Furniture,8,2000,16000,4000
329,2025-01-20,Meena,West,Notebook,Stationery,6,50,300,90
330,2025-01-25,Karan,North,Table,Furniture,10,7000,70000,15000
331,2025-01-11,Deepak,South,Pen,Stationery,7,10,70,21
332,2025-02-14,Deepak,East,Chair,Furniture,5,2000,10000,2500
333,2025-03-05,Aman,East,Table,Furniture,6,7000,42000,9000
334,2025-01-31,Karan,East,Notebook,Stationery,5,50,250,75
335,2025-03-29,Priya,West,Printer,Electronics,9,12000,108000,22500
336,2025-03-15,Anita,South,Sofa,Furniture,4,25000,100000,24000
337,2025-01-23,Priya,East,Table,Furniture,7,7000,49000,10500
338,2025-03-02,Rohit,East,Mobile,Electronics,8,15000,120000,40000
339,2025-03-25,Meena,East,Sofa,Furniture,7,25000,175000,42000
340,2025-03-27,Meena,South,Sofa,Furniture,1,25000,25000,6000
341,2025-03-19,Rajesh,North,Printer,Electronics,3,12000,36000,7500
342,2025-03-17,Anita,South,Mobile,Electronics,4,15000,60000,20000
343,2025-03-03,Meena,North,Laptop,Electronics,6,45000,270000,72000
344,2025-03-29,Anita,East,Pen,Stationery,1,10,10,3
345,2025-03-29,Sunita,East,Sofa,Furniture,8,25000,200000,48000
346,2025-03-02,Priya,East,Mobile,Electronics,7,15000,105000,35000
347,2025-01-11,Karan,North,Headphones,Electronics,4,1200,4800,1200
348,2025-02-03,Meena,South,Pen,Stationery,9,10,90,27
349,2025-02-27,Aman,South,Chair,Furniture,4,2000,8000,2000
350,2025-01-29,Meena,North,Table,Furniture,7,7000,49000,10500
351,2025-01-07,Meena,North,Chair,Furniture,1,2000,2000,500
352,2025-01-04,Priya,North,Table,Furniture,7,7000,49000,10500
353,2025-01-14,Priya,East,Mobile,Electronics,1,15000,15000,5000
354,2025-03-07,Meena,North,Cupboard,Furniture,2,15000,30000,8000
355,2025-01-25,Meena,North,Notebook,Stationery,10,50,500,150
356,2025-02-08,Karan,West,Printer,Electronics,6,12000,72000,15000
357,2025-03-12,Deepak,South,Printer,Electronics,5,12000,60000,12500
358,2025-02-08,Vikram,North,Laptop,Electronics,3,45000,135000,36000
359,2025-01-13,Anita,East,Laptop,Electronics,9,45000,405000,108000
360,2025-03-21,Rajesh,South,Notebook,Stationery,5,50,250,75
361,2025-02-14,Sunita,East,Sofa,Furniture,7,25000,175000,42000
362,2025-03-04,Rohit,West,Cupboard,Furniture,5,15000,75000,20000
363,2025-03-21,Deepak,East,Headphones,Electronics,10,1200,12000,3000
364,2025-01-11,Vikram,North,Sofa,Furniture,4,25000,100000,24000
365,2025-02-23,Vikram,West,Printer,Electronics,7,12000,84000,17500
366,2025-02-20,Sunita,South,Pen,Stationery,4,10,40,12
367,2025-02-11,Sunita,East,Printer,Electronics,3,12000,36000,7500
368,2025-02-04,Anita,West,Laptop,Electronics,5,45000,225000,60000
369,2025-03-12,Karan,East,Sofa,Furniture,2,25000,50000,12000
370,2025-03-14,Anita,East,Printer,Electronics,9,12000,108000,22500
371,2025-01-07,Rohit,South,Mobile,Electronics,5,15000,75000,25000
372,2025-03-10,Rajesh,West,Mobile,Electronics,4,15000,60000,20000
373,2025-03-29,Anita,North,Table,Furniture,6,7000,42000,9000
374,2025-01-20,Deepak,North,Cupboard,Furniture,3,15000,45000,12000
375,2025-03-31,Aman,East,Laptop,Electronics,8,45000,360000,96000
376,2025-03-15,Deepak,South,Notebook,Stationery,1,50,50,15
377,2025-01-14,Deepak,South,Sofa,Furniture,8,25000,200000,48000
378,2025-02-17,Rajesh,West,Headphones,Electronics,1,1200,1200,300
379,2025-02-23,Karan,East,Printer,Electronics,7,12000,84000,17500
380,2025-01-07,Anita,West,Headphones,Electronics,3,1200,3600,900
381,2025-02-18,Karan,North,Sofa,Furniture,8,25000,200000,48000
382,2025-01-06,Sunita,East,Chair,Furniture,4,2000,8000,2000
383,2025-02-08,Meena,South,Laptop,Electronics,8,45000,360000,96000
384,2025-02-26,Rajesh,South,Cupboard,Furniture,9,15000,135000,36000
385,2025-03-29,Karan,West,Printer,Electronics,5,12000,60000,12500
386,2025-02-07,Karan,North,Cupboard,Furniture,6,15000,90000,24000
387,2025-03-27,Meena,West,Sofa,Furniture,9,25000,225000,54000
388,2025-02-16,Deepak,East,Table,Furniture,1,7000,7000,1500
389,2025-02-14,Meena,North,Pen,Stationery,8,10,80,24
390,2025-03-04,Priya,South,Pen,Stationery,10,10,100,30
391,2025-03-09,Aman,North,Pen,Stationery,2,10,20,6
